1.56682	-17.9843
-0.999854	-2.47788
2.07667	-0.620413
-1.62036	-3.29639
2.84913	-6.23209
-5.89621	-4.6447
-1.60647	-3.21786
-6.49451	-4.94459
1.81017	-3.26324
2.94125	-3.68102
-0.460782	-6.15727
4.02431	-4.44274
3.18584	-6.71266
1.52604	-5.00508
4.25747	-3.06784
-7.87363	-16.9384
-14.4475	-25.0334
-18.0861	-18.6987
-12.0093	-27.8017
-13.9622	-25.2884
-12.0947	-24.3004
-10.1017	-26.2534
-10.5245	-24.1716
-3.82709	-23.2455
-0.135055	-15.8518
-0.640789	-17.119
-0.352678	-17.896
1.77042	-18.6
2.96847	-18.8112
3.69906	-19.3489
6.95477	-20.0367
6.5164	-19.4997
7.85449	-20.0412
7.22086	-19.6114
8.91698	-20.4914
8.44652	-22.3626
4.03004	-13.7956
-0.319984	-19.1126
0.489397	-24.5279
-0.051573	-27.7241
-0.113788	-29.92
0.445291	-33.2499
0.274834	-35.0175
-3.02178	-33.3209
-2.66007	-32.5086
-4.54613	-30.3588
-3.85346	-31.1311
1.40587	-16.6055
-0.260185	-28.4798
0.452621	-33.5286
-1.88331	-32.9138
-4.77196	-31.8236
-6.46579	-31.5467
-6.71605	-31.6967
-5.99698	-30.6364
-5.8552	-31.2382
-3.73105	-32.8137
4.39427	-32.7374
2.66602	-24.235
-0.317121	-20.1354
-2.85335	-21.8412
-1.29338	-26.6069
-1.07483	-26.2533
-0.784004	-27.0128
0.169589	-26.6232
2.93537	-28.471
2.30048	-27.1012
2.96993	-21.15
0.415508	-14.6787
-0.90402	-17.2385
-2.22937	-15.7112
-3.1677	-16.9813
-2.34235	-18.6482
-3.0099	-20.8106
-2.76532	-24.2651
-5.34835	-22.959
-5.34144	-22.7265
-7.66314	-13.7084
-7.87971	-12.3312
-4.35566	-12.9247
-3.33978	-19.8078
-5.10189	-19.5309
-5.71298	-21.94
-5.80349	-23.5121
-7.8482	-23.7847
-7.69523	-24.8312
-4.74062	-27.6719
-3.00281	-29.0436
-2.00581	-26.6176
-0.37494	-25.9643
-5.51243	-22.4524
-5.93082	-16.052
-4.77445	-18.2931
-9.42774	-14.9905
-9.73425	-11.2661
-4.47345	-11.5901
2.12977	-12.9995
1.56223	-3.1885
-5.46232	-7.46351
-13.5575	-5.91644
-5.14748	-3.58362
5.17063	-6.1285
-3.1063	-9.69122
-0.642584	-14.8082
3.99817	-9.05871
1.99275	-22.6174
1.87603	-22.2257
1.65491	-19.4347
-3.34616	-18.8775
-4.50899	-17.9564
-0.0534019	-20.8677
2.16271	-24.426
0.622284	-23.0933
-2.09426	-16.9966
-1.53369	-12.7305
1.13176	-14.2174
7.60381	-5.8184
1.05402	-3.52197
-2.3133	-6.59607
-12.7448	-13.3386
-11.8438	-3.93416
-12.7417	-3.27731
-8.8464	-3.08787
-18.0394	0.666531
-12.2399	-8.04838
-12.8782	-13.7832
-1.52806	-8.2931
-5.11481	-20.6175
3.4402	-11.5393
3.10708	-8.63927
4.96019	-9.09755
3.61856	-5.89293
5.57104	-3.72898
2.59773	-0.858682
8.56978	-2.32978
7.20165	4.82798
2.45672	-0.76749
-1.06418	-9.90519
4.29094	-12.2616
0.501873	-24.2023
4.87937	-18.3834
5.53772	-9.22618
-0.119683	-7.38348
-5.1119	-17.0866
-2.50076	-26.1907
-6.60228	-24.1494
-5.87272	-25.0431
-5.06255	-25.6754
-2.9108	-25.7157
-3.69068	-24.6971
-7.73291	-20.4984
-9.35229	-16.1355
-10.0694	-11.3877
-10.828	-6.83597
-8.24547	-3.89293
-11.3802	-0.374241
-12.9943	2.6195
-14.0917	0.948724
-15.1649	-0.305647
-17.776	-2.53828
-9.72849	0.0658875
0.430194	-6.09138
0.0266036	-3.52414
-4.00311	-9.13054
2.3384	-3.33712
5.14286	-6.3089
3.59206	2.71716
4.73544	2.66881
2.11672	-8.2851
4.84211	-12.9043
2.908	-8.17806
3.25612	-14.7136
11.777	-9.32644
7.70449	-15.0788
2.02681	-22.5873
-8.42567	-23.0566
-8.79101	-15.2878
-7.11712	-12.8344
-7.12941	-6.93819
-3.5424	0.76491
-10.8151	-3.40046
-6.31678	-2.56918
-12.1136	4.78156
-7.12815	-0.222403
0.649809	2.33055
-4.46379	-1.13145
-3.67828	3.81887
-4.45069	6.35405
2.20076	6.28746
1.25752	4.57604
4.34928	5.18133
4.06579	3.431
2.78923	6.16616
3.9516	-1.71449
2.75682	-4.11161
3.68207	-6.63785
-2.25274	-3.01035
1.27859	2.07586
6.50153	-1.90287
2.6124	-2.64084
0.0183093	-7.51053
-1.00966	-4.50276
4.5727	-1.84925
-1.13878	-4.95438
3.3584	-1.2533
-0.977485	-2.79974
-2.45882	-7.33084
0.528444	-1.68602
3.41746	-2.07693
4.70726	0.314229
2.86748	-6.5082
2.90362	-8.81994
6.14136	-9.41291
1.2899	-10.5425
5.35368	-5.14754
5.52878	-2.91233
4.84397	0.510555
-8.30116	-19.1372
-4.87906	-21.7538
-0.778907	-25.6791
-7.65005	-22.5023
-4.76011	-14.7115
-7.55059	-5.58741
-7.05273	-9.73231
-6.66628	-14.8914
-7.72408	-18.5042
-8.1533	-19.0947
-8.12189	-21.5812
-5.65954	-24.0682
-5.92559	-24.6491
-4.4898	-26.4198
-3.13677	-28.6733
-2.67082	-31.0911
-2.12425	-32.0514
-0.851833	-32.3703
2.22852	-33.586
4.08304	-31.9827
3.47457	-32.2572
3.346	-32.3391
2.34488	-30.8991
-1.06276	-31.0022
-2.48879	-31.665
-3.50188	-31.7838
-3.84847	-32.8096
-4.44626	-31.3429
-5.51246	-24.8855
-8.18475	-18.4754
-12.3575	-13.1
-16.9261	-10.4762
-18.0434	-11.2862
-19.3299	-13.447
-15.6003	-15.6041
-7.90332	-17.819
-6.11257	-14.851
-3.18814	-1.08733
0.550085	-10.9429
-5.94308	-12.7288
-3.07581	-12.7127
-5.43391	-9.32192
-3.35036	-14.8063
-1.3663	-20.7651
-2.0221	-23.1299
-2.87524	-22.7847
-5.26142	-24.4068
-6.65113	-24.3754
-6.13331	-24.0861
-7.67878	-21.2791
-7.37865	-17.5761
-7.63429	-15.9834
-7.38918	-12.9353
-7.73095	-10.7633
-6.82802	-11.1221
-6.00313	-11.6769
-6.75505	-10.6059
-6.6036	-11.1326
-6.11568	-12.4085
-5.50006	-15.4051
2.08268	-20.0931
8.97715	-18.8951
7.00367	-19.4262
8.99398	-19.4535
8.84114	-21.6156
9.02497	-20.6421
10.1668	-21.4883
-0.964701	-16.0391
-1.9491	-14.6409
-0.395844	-18.4209
0.860223	-20.6924
4.93822	-22.2342
7.10748	-20.8649
6.71572	-23.4169
5.05451	-23.8703
5.24061	-25.927
-0.712905	-21.3743
-0.584273	-21.0522
4.33643	-17.962
6.29954	-20.5031
-0.380585	-16.4812
0.508588	-14.0599
5.63862	-9.73911
4.84434	-11.805
-2.7937	-19.049
-1.9217	-19.2161
-0.0536094	-19.8336
1.18365	-25.1814
-2.01256	-20.7089
-3.2773	-18.4363
-1.33066	-21.1857
-7.06733	-15.4727
3.36378	-8.60574
2.94781	-7.40249
0.108861	-8.97858
4.49952	-11.113
-0.124811	-13.904
-1.9759	-15.6651
5.6277	-10.3931
-6.69835	-12.9786
-9.46402	-10.9099
-10.7346	-11.2019
-10.3243	-11.4082
-7.94329	-11.1999
-3.6385	-7.13474
5.24932	-3.75407
4.92349	-16.0465
3.26973	-9.80465
-6.50393	-18.5089
-5.58071	-16.9712
0.148998	-8.83448
4.14275	-7.21251
-2.53219	-14.8404
-8.96113	-10.6469
-2.18177	-19.8684
-12.4082	-9.50142
-3.49741	-16.7979
-7.16228	-10.7038
-5.6596	-2.57622
-9.35751	-6.06437
-11.4999	-4.00407
-13.816	-4.95029
-14.4218	-9.34718
-14.8671	-2.40357
-9.84143	-12.2207
-9.19236	-10.6073
-6.96661	-7.95384
-2.14084	-16.2907
-10.2696	-18.29
-1.71768	-22.6868
-6.1019	-16.4674
-3.53376	-20.1009
-7.93707	-16.9927
-4.81619	-12.0078
-6.19125	-2.43559
-5.57565	-2.00929
-5.32882	-9.41291
-6.25284	-10.2471
2.53203	-8.0412
-4.11474	-9.33652
-6.15868	-8.49332
-5.91446	-5.28603
2.27033	-12.2902
0.159552	-14.4347
-0.00570384	-14.0904
-3.85329	-13.6277
-1.52469	-13.6583
2.80182	-15.6909
4.17321	-23.2771
7.40734	-25.3015
7.37173	-24.1628
4.75351	-26.4878
1.21321	-23.7506
-4.82213	-20.8761
-11.5912	-18.5878
-12.0724	-17.4022
-7.74268	-22.4106
0.835673	-21.975
-0.192405	-20.69
3.91236	-23.4617
3.48677	-21.2874
2.00271	-19.3912
4.47371	-19.0081
2.65896	-9.96738
1.55644	-10.8482
5.55198	-11.3998
2.13783	-9.08094
4.56509	-5.3211
-6.15413	-11.8545
-3.14904	-11.9628
3.63187	0.333059
-0.58632	2.95632
-6.57709	-13.7258
-10.2922	-19.0968
-10.2174	-17.9627
-3.9005	-13.9858
1.23864	-2.66787
3.55529	0.220172
-3.50508	-2.98777
-3.672	-12.8624
-6.59826	-7.06174
-2.86872	-4.20669
0.846368	-2.57754
1.36642	-6.82177
1.71325	-14.542
-0.163296	-15.2008
-8.68949	-16.2836
-3.32606	-14.5052
4.89692	1.30722
0.459352	-8.28263
-3.29273	-11.7515
-1.6842	-11.0726
-3.19844	-9.69488
-1.97148	-10.621
-3.3362	-7.97188
-2.75403	-8.63135
-3.80433	-8.82359
-2.92934	-10.2782
-1.48039	-13.056
5.62429	-20.9212
4.93635	-22.6276
2.87342	-19.7513
3.70998	-15.5298
1.77398	-14.4625
-0.478952	-16.397
-1.09424	-15.1693
1.25671	-18.4433
-0.420954	-19.9775
1.44639	-10.4301
6.01569	-6.53465
9.18251	-3.77992
5.71803	-5.7053
6.48868	-5.17149
4.19767	-1.37081
3.01822	-2.57698
5.23964	-5.71776
0.466035	-7.85005
4.49649	-0.741277
3.06264	-2.55973
-0.830992	-3.06764
0.673993	-6.94768
0.243426	-6.17425
1.70036	-4.44621
-0.431403	-2.89373
-3.01367	-20.6626
-3.93037	-22.1063
-3.12091	-30.1253
-4.1445	-29.3733
-2.28764	-27.2721
-5.41898	-22.0525
-3.29058	-19.2078
-0.944628	-6.88967
-2.14376	-5.88848
-1.95582	-6.1833
-8.75875	-9.93383
-6.62908	-4.2104
-1.97683	-10.6714
-8.81914	-6.82107
-6.42167	-5.94753
-3.2907	-10.9656
-4.26849	-4.77104
0.566851	-2.93264
-1.26533	-0.0577789
-3.00909	-3.29582
-9.17915	-14.5925
-13.2315	-13.0276
-14.0379	-11.7648
-12.8483	-12.0563
-14.5683	-12.2942
-14.7828	-10.1462
-12.15	-13.7807
-9.63319	-15.3293
-6.00859	5.46139
-5.80051	-2.39398
-2.70267	2.83387
-14.5977	-6.75158
-5.92007	-3.56649
-0.807797	-5.19561
-9.0883	-20.1547
-4.57964	-24.0952
1.02894	-26.7296
0.110627	-19.7076
4.43798	-15.5168
9.65909	-21.9411
5.58132	-20.6807
7.36987	-18.4744
4.42997	-16.1574
-0.00521211	-13.8428
0.739481	-12.4914
-0.385165	-9.98844
-4.24793	-14.8488
-6.00173	-14.9541
-6.83931	-14.1033
-9.7951	-11.4272
-9.52162	-11.9441
-10.6887	-9.56629
-11.5071	-7.85181
-4.75113	-5.56727
1.73971	-5.89508
-3.52936	-3.24432
-4.2194	-10.1223
-19.9593	-5.66615
-1.42812	-9.4818
-11.4285	-24.782
-10.8581	-24.1665
-12.1063	-22.8046
-11.2422	-17.306
-11.1122	-14.3617
-11.9925	-12.3429
-8.06711	-11.8041
-7.06128	-8.43232
-5.05859	-4.61183
7.42172	-2.76456
4.75335	-3.42812
4.69854	-7.94321
-1.5327	-11.5073
0.338098	-11.7789
0.614805	-14.1238
-3.10586	-19.4461
2.28774	-23.4827
2.97825	-17.618
6.26184	-24.5935
0.405134	-27.6648
-0.235311	-29.3213
0.636225	-29.5274
0.557408	-30.1073
1.51317	-28.2961
2.10559	-21.275
-0.972951	-11.247
-6.30191	-5.38668
-6.28038	-8.759
-10.4198	-11.2647
-13.4789	-10.4359
-12.7838	-15.5901
-16.9242	-12.4852
-12.9149	-11.7237
-10.6482	-12.5929
-5.93323	-16.3702
-0.575796	-20.7279
0.882486	-1.8277
6.85335	-12.8403
-1.22933	-10.4289
3.48584	-5.6752
2.43518	-10.7824
-6.62103	-14.8043
-5.86114	-16.3415
-4.88789	-18.6321
-1.52536	-21.2426
-0.887449	-24.1556
0.141306	-26.4995
0.437475	-28.7323
0.532546	-31.9014
0.1541	-30.6733
-1.1013	-27.3268
-1.76016	-24.3197
-2.24669	-21.7511
3.85677	-21.8971
4.4072	-21.5738
6.13699	-24.82
6.8515	-25.4357
5.16334	-23.6428
3.95283	-24.0445
3.56306	-21.8887
4.28247	-16.9687
1.33624	-16.5766
3.3767	-20.4745
1.11456	-16.7377
-0.567546	-10.1379
5.97488	1.7944
-11.2306	-4.27698
-9.14004	-10.0071
-12.5194	-9.2004
-13.3233	5.0205
-14.5307	1.1567
-19.0207	0.735997
-7.79975	5.56188
-16.6689	-5.30334
-11.4907	-5.71753
-1.92324	-4.26132
3.02852	-1.82147
1.47703	-2.94279
-4.70989	-5.73848
-6.25044	-5.18973
-4.53384	-6.64927
-4.44824	-5.11102
-4.8138	-7.82343
-6.61876	-4.68208
-4.28876	-8.64466
-1.46332	-8.21017
-2.41748	-6.32458
-1.89142	-4.67225
-5.17001	-1.45185
-6.84631	-2.74844
-3.88141	-6.49995
-1.6228	-2.37257
-2.99058	0.418232
2.60246	-0.524316
3.12025	2.57876
4.28458	4.31254
10.1971	-7.09125
-0.451348	-3.52165
3.16653	-2.43151
5.2224	-3.65527
-1.31601	-4.30042
4.62465	-4.57179
4.01716	-3.89562
4.50074	-2.28685
2.68262	-1.54184
0.285034	-8.23076
3.31178	-2.73632
-0.964469	-7.45618
0.440813	-2.29172
1.79033	-6.02355
3.65436	-5.44936
2.25348	-5.73785
-3.50706	-7.9122
5.18073	-1.78966
11.5746	-1.22583
6.35159	-13.9457
0.578714	-14.9926
3.71262	-17.8959
5.44975	-19.8322
5.21947	-15.6468
2.19021	-11.3432
1.88569	-12.5931
9.90756	-23.2639
7.34617	-29.4874
10.383	-25.7688
9.1977	-24.296
4.50416	-21.7715
-1.8635	-16.0542
2.45378	-17.5159
2.10164	-7.26204
1.68892	-3.8429
-0.74197	-3.09734
-8.49703	-11.9753
-7.52736	-7.9073
-9.93239	-7.34228
-12.7098	-12.6372
-11.2815	-12.0734
-8.6054	-12.1784
-10.5525	-16.366
-3.24647	-21.2881
1.09659	-26.9515
1.02694	-31.1335
-0.875926	-29.5732
1.14715	-30.6154
0.762272	-30.5954
-0.280335	-30.8304
0.552264	-32.445
0.379117	-30.5477
-0.468456	-29.043
-0.0552407	-25.06
3.78809	-21.0246
3.10754	-20.0742
3.93812	-23.8555
2.09853	-24.9811
1.97754	-23.4648
4.49481	-24.2381
2.41448	-24.4108
-0.407447	-26.2871
1.28799	-27.7187
-4.15331	-21.5324
-4.15668	-16.7623
-4.08433	-17.5584
-6.44304	-12.7252
-3.55143	-10.028
1.57592	-17.8913
0.0152328	-19.096
3.28927	-13.6301
-6.36753	-9.98903
-6.91266	-6.02731
-11.269	-8.1804
-6.43985	-18.9744
-4.21653	-23.2694
-5.79169	-21.603
-4.64826	-18.4061
-4.01845	-16.6551
-4.29594	-14.1607
-6.26595	-11.617
-8.42981	-9.44007
-12.1759	-8.17116
-7.47152	-13.2745
4.10295	0.397184
-4.34409	-15.5229
1.36105	-22.2993
-6.15803	-15.7478
-5.24458	-19.4311
-5.44925	-16.5527
-2.64988	-11.5618
-0.977688	-25.7739
-2.16672	-30.5138
-5.44414	-32.4827
-4.21149	-30.9918
1.58319	-27.7356
3.68451	-32.3965
-1.39294	-18.308
5.30555	-10.3586
1.98217	-9.86928
2.58604	-17.6932
0.904084	-15.1709
-4.05343	-25.7174
0.729465	-16.9833
-2.05715	-18.8576
-5.19365	-15.1792
-5.58137	-13.0856
-6.60632	-11.1755
-8.52618	-11.777
-0.865345	-19.2114
6.64623	-16.805
5.75561	-15.8367
5.87863	-16.4842
4.97387	-17.7096
4.61173	-20.1187
2.67767	-18.7889
3.02325	-18.6074
-3.11067	-17.8821
-5.33429	-22.7981
-7.36978	-22.8145
-9.75994	-19.4115
-8.27022	-20.0995
-9.6446	-17.0592
-4.90409	-16.9239
1.84715	-15.8615
7.02994	-17.8213
8.48682	-21.6161
3.95448	-19.1232
2.59735	-15.4635
0.753042	-13.2748
3.74324	-13.3818
6.85172	-14.8267
5.55154	-8.76951
10.3501	-2.39588
7.12871	-3.99354
9.83318	-7.05183
4.20965	-11.2841
8.79086	-10.4177
-3.53677	-1.532
-13.5204	-12.6576
-6.38978	-15.481
-3.23476	-19.7059
-0.820801	-28.3349
-0.578825	-30.7984
3.42232	-34.702
1.44005	-34.3907
2.17567	-34.8099
1.8483	-30.5276
2.13451	-23.9059
7.82444	-11.7283
4.31592	-12.5673
-0.126142	-17.0589
0.888374	-19.5239
-1.91431	-12.5756
1.81098	-9.09297
-2.23817	-14.1769
1.72034	-8.49167
-6.25459	-14.7923
-4.06446	-16.1807
-5.33925	-14.5684
-2.13681	-19.4869
-7.6684	-18.4936
-4.31069	-20.6075
-2.77468	-21.988
-3.44501	-20.2951
-8.97234	-13.5752
-13.2104	-13.066
-3.24483	-11.1033
-5.51496	-9.09623
-12.9317	-12.5541
-6.59837	-7.48736
-6.50003	-4.60104
-12.7474	-9.64062
-8.80405	-11.6969
-2.25632	-5.6061
-5.68804	-10.9794
-8.17074	-9.06996
-4.84933	-1.20531
-6.78853	1.1931
-5.43714	-1.31802
-11.2644	-13.4819
-7.8135	-9.57253
2.32667	-19.3747
9.57794	-9.16115
3.09708	-7.27151
11.5949	-11.7556
-3.55459	-16.4762
-4.57315	-20.8129
-9.55735	-15.8148
-12.8241	-13.3263
-14.7684	-10.7357
-18.659	-8.05959
-19.0898	-6.01928
-12.9402	-12.9114
-13.5197	-12.8464
-14.2369	-13.355
-15.6334	-12.4178
-15.0741	-10.1064
-15.5555	-8.71829
-14.4631	-6.36982
-11.8867	-5.3105
-8.29156	-5.41431
-8.99983	-8.89404
-8.86035	-1.56959
-7.32019	-6.88909
-5.32636	-6.13573
-4.57688	-4.27397
-5.23461	-7.05777
-4.14049	-8.41123
-3.45083	-13.7885
-0.456588	-16.3789
-2.72084	-16.8004
-2.1402	-5.41905
-4.03625	-5.72175
-6.63952	-6.11608
-4.36316	-1.41151
-5.04264	-2.56325
-4.24624	-8.89605
0.0646953	-4.97254
-2.85003	-2.96092
-3.84907	-5.58826
-4.31769	-5.47953
-1.58907	-2.77604
-10.2235	-6.21485
-12.8298	-5.17605
-8.50886	-12.7481
-7.74198	-2.04475
-14.6314	-4.31826
-7.97176	-4.93216
-13.4906	-1.14269
-11.1492	-1.01599
-13.9005	-8.443
-13.9846	-10.4624
-14.4277	-5.94546
-8.71756	-2.27033
-7.81127	-3.05275
-8.27395	-3.2115
-6.26549	0.970386
-0.745951	1.7585
-4.46933	-0.493993
2.90518	-4.61109
-1.57826	-11.1871
2.25166	0.556153
-0.246285	-5.56949
-0.61774	-7.86029
2.84115	-5.05703
1.89967	-3.02465
0.468764	-4.99454
1.992	-1.89167
-3.06763	-2.50209
-0.500081	-3.96708
-5.2077	-0.798317
0.444174	-8.71717
1.47949	-5.11375
1.92734	3.1869
4.89942	-4.24697
-0.722408	1.10388
0.488586	-2.62974
1.4936	-8.08157
2.06375	-0.661556
2.75481	-3.60871
5.39954	-9.21488
-0.347125	-17.186
3.60108	-16.7989
-1.96685	-5.96416
-6.60971	-7.80751
-2.62079	-13.0785
-6.74881	-13.4205
-9.99512	-12.0373
-12.7804	-9.15847
-12.2961	-10.6824
-15.0041	-8.20817
-13.4245	-8.63505
-6.92629	-15.0181
-3.27927	-6.22693
2.88992	-3.91824
-2.85941	-3.04921
1.10088	-4.84039
-1.15143	-4.02701
-5.94884	-1.47617
-5.76599	-4.54224
-2.82545	-4.25998
-1.72007	-4.41024
-2.0331	-8.21157
-9.84181	-8.07197
-11.5982	-9.43538
-12.5842	-5.38321
-10.8862	-4.5223
-6.77907	-6.34284
-3.67157	-11.0043
